author,comment,likes,published_at
@Jeripasongli-bi6yp,"Iya iya,,, sebentar lagi cina join perang ku liat2 ini....80% sampai 90%,,, dari total ekspor minyak Iran ,, cina yg beli,,",0,2026-04-13T12:18:58Z
@maffandi5502,kapal as terkencing kencing mau di rudal Iran dasar pengecut beraninya kroyokan rame..gitu minta di juluki polisi dunia sekarang jadi polidi kentut,0,2026-04-13T12:18:50Z
@eddylsm,Hasbunallahi Wani'mal Wakiil,0,2026-04-13T12:18:20Z
@DediDea-v2w,"Da tau tu kapal musuh,jgn usir LG,pa LG negosiasi,kasih rudal trus",0,2026-04-13T12:17:52Z
@Iwanz-c6o,AS bacot,0,2026-04-13T12:17:15Z
@SriWahyuni-q2m,Trump lagi membual karena sudah mulai pikun .,0,2026-04-13T12:16:51Z
@hariesjaya8826,Emang bisa? 😂,0,2026-04-13T12:16:03Z
@FaridaAryani-di2gy,"Hancurkan kapal perusak milik AS, maka Iran akan mudah menjual minyak ke semua sekutunya",0,2026-04-13T12:15:47Z
@longleytime.,Kasihan tentara kelas pratu dijadikan korban ambisi pemimpinnya yg gangguan jiwa.,0,2026-04-13T12:15:47Z
@Winwin-n1w,Iran👍👍👍,0,2026-04-13T12:15:22Z
@santosojaya427,semoga Allah SWT jaga Iran melawan sang penjajah Zionis laknatullah dan Amerika,0,2026-04-13T12:15:16Z
@BandelOk-l2w,Bentar lgi Iran hancur leburrrrrr,0,2026-04-13T12:15:09Z
@askul1478,MasyaAllah Iran,0,2026-04-13T12:14:42Z
@BrielsHarvi-ox2bo,"IRAN TAK GENTAR MELAWAN KEJAHATAN SIAP MATI SYAHID

SEDANGKAN MAMARIKA ISRIWIL PERANG TP TAKUT MATI KARENA KALAU MATI PASTI SANGIT GOSONG LANGSUNG KE NERAKA JAHANAM",0,2026-04-13T12:14:31Z
@budihartono8452,aneh wilayah orang mau di kuasai..😝,0,2026-04-13T12:14:26Z
@abdrahman907,😂 omon omon si bebek ini.malah putar balik,0,2026-04-13T12:14:22Z
@penasehatpresiden,Kenapa gak langsung di rudal yah?,0,2026-04-13T12:14:03Z
@Loeloe-z3j,BRAVO IRAN ❤❤❤🇮🇷🇮🇷🇮🇷,0,2026-04-13T12:13:53Z
@AhmadDinHarun,Amerika perusak di dunia ini sok hebat . Sok jago .,0,2026-04-13T12:13:47Z
@SamsulFatihin,Tramp iku koyo telek ayam pas anget nggak mambu tapi nek wes adem ambune wes Ra nguati,0,2026-04-13T12:13:37Z
@Kecoak-Angop,Intinya Yesus Tuhan mati itu..  Logika goblokkk,0,2026-04-13T12:13:23Z
@Arifan-e2e,"Iran kok diancam 😂😂😂 
Trump Trump 😂😂😂😂",0,2026-04-13T12:13:22Z
@NatashaGriya,😂 rudal balistik saja kapalnya,0,2026-04-13T12:13:17Z
@masbudi4216,Anjing as GK tau malu...,0,2026-04-13T12:13:11Z
@sumardidimas6151,bilangnya trump minta di rudal kepalanya..,0,2026-04-13T12:12:28Z
@efrilaqilachanel,Lu Yang bikin ulah pertama Donal kram sama setan nyaho gila itu .,0,2026-04-13T12:12:23Z
@BrielsHarvi-ox2bo,Itu Selat Hormuz milik siapa? Kan wilayah kedaulatan Iran. Kenapa amerika ribut ..dasar trump setan jahanam,0,2026-04-13T12:12:17Z
@ainulyaqin5705,Negara kriminal sok-sokan mau menguasai dunia dengan melakukan perilaku jagoan bak preman pasar,0,2026-04-13T12:11:35Z
@KakiangKanan,Dunia takut sama Amerika 😂😂😅,0,2026-04-13T12:11:34Z
@blessingclub3063,Berita luar negeri bilang kapal Amerika sudah lewat selat hormut ga ada gangguan berarti hanya dirone Iran yang sedikit mengganggu tapi sudah dinetralisir 😂😂😂 kok berita dari Konoha beda ya sekelas Kompas beritanya sangat meragukan warga Konoha paling senang berita  dengan hoax 😂😂😂,0,2026-04-13T12:11:22Z
@sugionosugiono2252,AMERIKA MALU ATAS KEKALAHAN CARI2 ALASAN,0,2026-04-13T12:10:43Z
@teteh3370,allah sllu melindungi iran,0,2026-04-13T12:10:34Z
@anshoriirfan111,Lngsung dirudal saja byr hancur,0,2026-04-13T12:10:16Z
@TioTia-f3k,Usir kan wilayah loe,0,2026-04-13T12:09:57Z
@andrerpp7457,Tutup aja...seluruh dunia akan menyalahkan iran....mantan,0,2026-04-13T12:09:25Z
@JemiSabono26,Berita HOAX....itu kpl FREGAT USA...Bukan Kpl KRI...,0,2026-04-13T12:09:16Z
@indraaja-et6nk,Kenapa tidak langsung di tenggelam kan aja,0,2026-04-13T12:08:15Z
@danielirmahadu901,"Ini rekaman Iran gambarnya saja gelap gulita,ini bohong....kompas tv harus tahu bahwa kapal perang angkatan Amerika bolak balik di selat Hormus.jadi propaganda rejim iran banyak bohongnya.faktanya sangat berbeda jauh",0,2026-04-13T12:08:00Z
@rizkaaulia9597,"KAMI ORANG INDONESIA MENDUKUNG NEGARA IRAN 
MELAWAN AMERIKA DAN ISRAEL DUA NEGARA NEGARA TERORIS DUNIA",0,2026-04-13T12:07:44Z
@AsterYadi,Rakyat Iran harus bersatu melawan Amerika,0,2026-04-13T12:07:38Z
@nazirafirza9131,Amerika klo tidak main keroyokan dan di bantu negara lain tidak punya nyali untuk berperang,0,2026-04-13T12:07:28Z
@VivoCoklaty-n1m,"Gimana iran kenapa tdk di rudal... Itu kapal, pdhl kesempatan..",0,2026-04-13T12:07:19Z
@imambuchory3103,Lah kenapa di usir gak dihanjurkan saja 😂😂😂,0,2026-04-13T12:06:10Z
@dayatahmad2741,Trump is crazy president.,0,2026-04-13T12:05:57Z
@KokoBramiko,👏👏👏,0,2026-04-13T12:05:42Z
@FransHyun83,Mana nih para penyepong si donal dan si setan😂😂😂😂,0,2026-04-13T12:05:31Z
@faridahyusuf4658,Dajjal trump setanyahu zionist terrorist 🔥🔥🔥🔥,0,2026-04-13T12:05:24Z
@sholichinmuhammad8465,"terlalu baik kau iran, klo aku langsung aja ku rudal",0,2026-04-13T12:04:35Z
@Agenzsosmed,"Dari awal itu slat udh di buka, dia cari perkara dan membuat slat itu jadi di tutup oleh iran, skrng mereka ingin mebuka selat itu tapi tidak kunjung berhasil, lalu skrng malah ingin ikut memblokade😂 py to as ki",0,2026-04-13T12:04:28Z
@naylajenice7903,preman nyari receh di laut...,0,2026-04-13T12:03:57Z
@chakadidi,Harusnya ditembak..tapi ga tau ya..mungkin Iran juga pada takut ..padahal SDH JD target jarak dekat..,0,2026-04-13T12:03:54Z
@manturjementeng7950,"Aduhhh..sekelas Kompas,percaya spt ini.propaganda.Mengusir kapal AS.😂😂😂",0,2026-04-13T12:03:46Z
@unibainar1278,Donal bebek.. Sdh ngak punya otak.... Massa negara orang kamu yg blokade?? Otak ngak waras... Sok kuasa tp keok,0,2026-04-13T12:03:32Z
@Aku_suroboyo-1,wkwkwk...koq takut ngapain pake diusir presiden kalian aja di rudol sama amerika..giliran kapal militer amerika pake diisir..IRAN PENAKUT besarr omong pengamat dan media saja..😂,0,2026-04-13T12:03:02Z
@raharjoy,China dan rusia akan menjadi pengawal kapal penjualan minyak iran keluar dari zona aman 😂😂😂,0,2026-04-13T12:03:00Z
@SuparTinah-s3m,"Trump terus berceloteh tidak jelas ,dan mungkin ia sendiri tidak tahu apa yang dia ucapkan",0,2026-04-13T12:02:41Z
@franskhadavi919,Untung cuma diusir bukan di musbahkan,0,2026-04-13T12:02:21Z
@AmeliaSapa-z6u,Kejahatan Amerika terus meluas jika Iran kalah perang kuba sasaranberikutnya jika semua negara Islam tida bersatu membantu iran,0,2026-04-13T12:01:41Z
@sugiyatnoyatno2626,"Presiden US gak tau malu  dan malu sama rakyat nya terutama dunia 
Simbang dan menggebu mau buka ,nutup selat Hormuz ,baru Deket aja di bentak tentaran Iran langsung kabur 
Bravo Iran ....jadikan Iran pemakaman masal tentara US  😂😂😂😂😂😂",0,2026-04-13T12:01:14Z
@harisuryono928,"Bisa ajaa...Iran..
Berita kurang lengkapp...",0,2026-04-13T12:01:02Z
@MiftakulArif-q6f,DI USIR GAK TUH 😂🤣🤭🤭,0,2026-04-13T12:00:53Z
@SriMaryati-z3o,"Amerika hidup ny tergantung dari timur tengah,...ngk bakalan hidup Amerika tapa timur tengah.he",0,2026-04-13T12:00:53Z
@KakaHendkev,"Percakapan radio tidak lengkap 😂 kapal As tetap lanjut dan bersihkan ranjau, nonton berita luar negri biar tidak di bohongi tv konoha😂😂",0,2026-04-13T12:00:49Z
@NazrolhishamAnwarulhaq-p6x,Goooo..gooo...mantap irann.. takbir Allahuakbar....💪💪💪💪💪,43,2026-04-13T12:00:49Z
@65pelaut,faktanya giliran digertak balik langsung balik kanan boat irgc mau usir kapal perang USaa😂😂,0,2026-04-13T12:00:48Z
@muhammadfirmansyah9437,"Tenggelamkan aja, biar dunia aman. Wajib hukumnya penjajah keluar dr Iran",0,2026-04-13T12:00:40Z
@KEBENAR4N,"Arab saudi dan ISRAEL menyatakan IRGC iran adalah teroris. Konoha memang idiot.. teroris irgc dibunker aja di matikan ISRAEL dan Amerika, apalagi kapal dan pesawat iran, konoha memang idiot",0,2026-04-13T12:00:36Z
@raharjoy,"Hahahaha, pasukan cupu kaburrr. Tidak kabur bommm😂😂",0,2026-04-13T12:00:31Z
@BanuRama-h1i,"Allahu Akbar maju terus Iran dngn kekuatan Allah dan iizinnya As pasti kao.,....",0,2026-04-13T12:00:18Z
@SamudraRa-i2s,Sok berkuasa As pikir itu wilayah dia,0,2026-04-13T12:00:06Z
@SuparTinah-s3m,"You are strong, you are capable, you must do it",0,2026-04-13T11:59:30Z
@IkutYeshua,Iran mengusir kapal perang teroris Amerika! Bravo Iran Urraaaa! 🇮🇷🇮🇷🇮🇷,0,2026-04-13T11:59:06Z
@SuparTinah-s3m,"Bravo Iran 
Thank you Iran",0,2026-04-13T11:58:43Z
@KebuliRajaSalman,Rampok yg datang ke rumah orang dan berpura2 jadi Pahlawan😅,1,2026-04-13T11:58:23Z
@AdnAja-n2g,"Damai ,karna trum  ada mau nya ,,,dasar ga waras lo trum,,,,iran sglanya tau  kejulidan trum dan iran slalu siap bila trum nyerang lg",0,2026-04-13T11:58:02Z
@bulan535,Amirika serikat terlalu banyak menilai negara lain,0,2026-04-13T11:57:59Z
@arisndeso3205,As aneh presiden nya aja gila,0,2026-04-13T11:57:44Z
@7kataku,"mau sampai kapan kuat blokade? yang rugi juga dirinya dan global, jd sama sama akan tertekan 😅",0,2026-04-13T11:57:39Z
@AliMustofa-e6g,"Mirip Omon omon 
Baru masuk lgsg crot 😅😅😅",0,2026-04-13T11:57:25Z
@oegeng5188,"Kapal perang amerika diancam tembak oleh iran, akhirnya amerika mundur juga,takuuuut😂",0,2026-04-13T11:57:08Z
@Faniasari_maulandra,"Us sedang bermimpi,hanya untuk menjaga nama baiknya . Sudah gak super power.😂 Kalah kalah aja wkwk",0,2026-04-13T11:57:07Z
@hobitanipisan,Yaah cemen ngaciirr,0,2026-04-13T11:56:45Z
@MegaYus,Bravo iran 🇮🇩🇮🇷💪,13,2026-04-13T11:56:33Z
@Nathan00-r8b,Pada kenyataannya Amerika hanya bisa menyerang rakyat sipil dan pasilitas sipil giliran ketemu tentara mah kabur omong doang gde😂,0,2026-04-13T11:56:01Z
@suparnokeken248,Gertak aja dah gak mampu melawan kapal peran us omong doang out ...out...!😂😂😂,0,2026-04-13T11:56:00Z
@HendraRiyadi-q6r,"Kapal perusak kok nurut sama iran😂😂😂 kocak

Iran luar biasa ❤❤❤",1,2026-04-13T11:55:49Z
@FathoRozi621,LUCU BELOKADE DIWILAYAH IRAN,0,2026-04-13T11:55:46Z
@kresnapayokwa8928,"Alaahh hoax aja,, sampai kapan kalian para kadrun berhalusinasi???",0,2026-04-13T11:55:42Z
@AbahCenet-mz3nl,Srang jng kasih ampun kaum zioniss,0,2026-04-13T11:55:24Z
@irjaslantibarecord,Jangan berikan peluang bagi AS-ISRAEL ....!!!!,0,2026-04-13T11:55:20Z
@AdnAja-n2g,"Iran  sdh tau  kl iran mau dibodohi trum,,,yg bodoh siapa😮😊",0,2026-04-13T11:55:16Z
@ghoffarismail5846,"Allahu Akbar... Bravo Iran, Ya Alloh SWT anugrahkan bagi saudara ku Iran kekuatan dan kemenangan untuk menghajar kesombongan usa  selama ini👍👍👍 Amiin 🤲🤲🤲",33,2026-04-13T11:55:11Z
@mdjack5625,"KONOHA BERANI NGUSIR KAPAL USA,,,😅😅😅😅",1,2026-04-13T11:54:56Z
@hanggapangibar9500,seenaknya mengatur negara lain yang berdaulat,0,2026-04-13T11:54:52Z
@eddyhariyadie,"Gimana mo menang klu mo nembak pki di kasih tau, mamrika klu mo bom diam2 tau2 modar",0,2026-04-13T11:54:40Z
@tanahborneo8698,"Pret,, katanya perang, ngapain tak di bom aja,,, hoax Jak",0,2026-04-13T11:54:16Z
@salsabilanadhifasulistiawan,dia yang nyerang dia pula yang panik...😅,0,2026-04-13T11:54:09Z
@zaenahmad1095,Donal bebek memang ngg bisa di percaya udah kasih rudal aja Iran orang dongo ngg usah di kasihani Amerika itu penjajah,0,2026-04-13T11:54:07Z
@KulaiJohor-x6q,"Perabowo marah siap menolong Kapal Amerika,,,Donald Bebek,,,rakyat menjadi Tumbal ,,diledak Israel ziones",0,2026-04-13T11:53:57Z
@achilles7808,"hoaxxx parahhhh!!!!! media ini tak mampu mebedakan mana hoax mana real.... bodohhhhhh.... pake logika ya, udara sudah dikuasai israel dan AS, setiap gerak musuh dibawahnya pasti hancurrrrr bossss.... media ini media hoaxxx",0,2026-04-13T11:53:47Z
@hdait1927,Klu as ngajak nego lagi langsung tiolak aja hai iran,0,2026-04-13T11:53:17Z
@anjinggila-n3h,Percaya percaya aja.. 😂😂,0,2026-04-13T11:53:06Z
@kadrun-y3t,Berita hoaks dari mana lagi yg kompas dpt ini,0,2026-04-13T11:53:05Z
@SupParmi-h7b,Iran sudah muak sama as,0,2026-04-13T11:52:56Z
@Alwin-lt9ro,Saya mau lihat Singapur apakah berani',0,2026-04-13T11:52:46Z
@AdnanKhiar-hz2lr,Betapa malunya kpal prusak Amerika di suruh blik arah🤣🤣🤣🤣,0,2026-04-13T11:52:44Z
@adreenaku4152,"gak tau malu nutup2 wilayah negara orang, dasar mental perampok",0,2026-04-13T11:52:37Z
@rismarasiamah8893,Idiiiihh.... Ngapain ganggu2 negara' orang... Trumpet.. trumpet...😒😒😒,0,2026-04-13T11:52:26Z
@PembenciKoruptor,"Aneh negara orang kok di blokade, as grombolan orgil,dan mereka negara sakit mental",0,2026-04-13T11:52:24Z
@HermanmM-kf9nu,Mana nih suara nya yg kmrin koar2 ..Iran udah ciut kt nya ...cuma bisa nyebar n berita2 hoalk.....hai pemakan babi ..buka mata Luh lebar2 ..bila prlu smpe keluar biji mata Luh ....!!!!😂😂😂,0,2026-04-13T11:52:23Z
@muhamadridho5018,Dalam kendali IRGC hormus yes yes yes mantaaaap 💪❤️,0,2026-04-13T11:52:07Z
@Renii-n7g,Lindungilah Iran dan umat muslim didunia ya ALLAH,0,2026-04-13T11:51:48Z
@LaodeMuhamad-x1i,Bravo Iran. Tegas berwibawa dan tidak ada kompromi... Usir Amerika dari Timur Tengah dan selat Hormuz,0,2026-04-13T11:51:19Z
@forsamerindu778,Hoax hoax hoax rekaman lama,0,2026-04-13T11:50:39Z
@drazatrich1933,Malunya banyak gaya doang negara supel powel katanya 😂😂😂,0,2026-04-13T11:50:36Z
@SabarIkhlas-x9v,Presiden Amerika dan perdana menteri israel Iblis dan Dajjal besar di Dunia ini,0,2026-04-13T11:50:32Z
@MuhammadFauzan-e2h,Mantap ❤,0,2026-04-13T11:50:21Z
@SiputihPutih-z1x,Sidonald dan negaranya perusak tatanan alam dan kemesraan dunia,0,2026-04-13T11:49:52Z
@ZiRozi-z1n,bagus iran;America itu licik. mau untung dia sendiri. 😂 maka dari itu hilangkan Amerika dari peta.,0,2026-04-13T11:49:48Z
@ariz893,"Bravo iran❤❤❤
Negara kuat , mandiri dan berani 
Beda sama kono ah sudahlah anjirrr 😅",0,2026-04-13T11:49:40Z
@yudhiriswanto6195,..USA negara super power presidennya ODGJ parah....😂,0,2026-04-13T11:49:39Z
@BagusApriantoko-u3k,"Wkwkwkkk kocak , Trump malu itu pasti 😅",0,2026-04-13T11:49:38Z
@martinatina9555,Allahuakbar...,0,2026-04-13T11:49:21Z
@BpkKusni,"KNPA TDK Langsung Di hanguskan..
SEHARUSNYA IRAN 
TDK RAGU2 UNTUK 
MELENYAPKAN KAPAL2 AS..",0,2026-04-13T11:49:10Z
@KevinStevano-s1g,Kapan trump kena stroke nih 😏😏😏,0,2026-04-13T11:48:53Z
@teuku-nh7fz,Keren 🇮🇷,0,2026-04-13T11:48:39Z
@PahmiJul-z7u,Duuuhh.. Iran kenapa nggak langsung tembak aja sih biar kapok,0,2026-04-13T11:48:35Z
@forsamerindu778,"Ini fidio lama sebelum perang 
Televisi aja pandai buat hoax di Konoha 😂😂😂😂😂😂 
Hoax hoax hoax 😊
Pande buat hoax",0,2026-04-13T11:48:30Z
@mulyono1681,Iran satu satunya negara Islam utusan ALLAH unt melawan zionis ...,0,2026-04-13T11:48:23Z
@hasanudinuzank2829,HANYA OTEN2.....YG MASIH MIRING OTAK' NYEEEEE😂😂😂😂😂,0,2026-04-13T11:48:23Z
@EnceSaefudin,"As Israel pengecut 
Pujaan tiang jemuran 😂",0,2026-04-13T11:48:05Z
@MoKer-r9i,"Nego di Pakistan aslinya Amerika licik dn mencari celah Iran lengah ,kalian salah kalian menantang singa  kalian yg dulu memulai perang ,,siapa yg memulai Iran akan mengakhiri",0,2026-04-13T11:47:19Z
@Mr.Error-u3h,"Iran terlalu baik, dalam kondisi perang masih memberi peringatan ke kapal perusak milik amerika.sedangkan amerika kalau menyerang secara tiba tiba.",0,2026-04-13T11:47:10Z
@nastaindnr3175,"Dasar penjajah tak punya otak, biadab.. hancurkan as dan Israil. Dari muka bumi.",0,2026-04-13T11:47:02Z
@BasUki-o7q,Trump saking frustasinya berhadapan dgn Iran .,0,2026-04-13T11:45:54Z
@MoKer-r9i,"Sikat aja penjajah global sikat dn hancurkan ,di jaman begini GK asah takut Iran ,sikat ancurkan penjajah global ini propaganda srewel dn Amerika SDH basu dunia tahu siapa yg biadab dn TDK manusiawi",0,2026-04-13T11:45:37Z
@tehmursanah3212,Bravo iran ❤,0,2026-04-13T11:45:28Z
@Hasym-n4e,Trump orang tua busuk nak mamposss#😅,0,2026-04-13T11:45:14Z
@NurulFathonaht,"kalau indonesia silahkan masuk amirika minta apa, kalau arab silahkan masuk nanti saya kasih duit tambahan",0,2026-04-13T11:44:19Z
@SabarIkhlas-x9v,ALLAHU AKBAR ALLAHU AKBAR ALLAHU AKBAR,0,2026-04-13T11:44:07Z
@alfianoBaptistaabin,Aduuu hi kompas beri berita sportif saja,0,2026-04-13T11:43:28Z
@DjjsShjdj,Ya Allah bantu iran mereka berjuang dijalanmu,0,2026-04-13T11:43:24Z
@mudahbelajartajwid3694,"Tidak usah diperingatkan, langsung tembak saja",0,2026-04-13T11:42:38Z
@robsontingang4808,Sudahlah...... nanti menangis juga Iran .....,0,2026-04-13T11:42:36Z
@AcungAcungi-xs2gp,Di situasi yang lagi memanas sebaiknya rakyat Iran jgn sering sering berkerumun an di lahan terbuka demi keamanan Rakyat sebaiknya kepemerintahan Iran cari solusi /di bungker lebih aman,0,2026-04-13T11:42:32Z
@denemas1471,"Drama AS, kalah telak 😂😂😂😂",0,2026-04-13T11:41:01Z
@NurulHidayah-qg9pt,Saya hanya ingin oten Indonesia melihat rakyat Iran turun kejalan mendukung militer Iran biar melek,0,2026-04-13T11:40:38Z
@NAJALUR7590,Trump ngawur...,0,2026-04-13T11:40:19Z
@Charly-i5w,"Serbu aja lah Amerika oleh semua negara....

Kapal-kapal tangker minyak milik negara-negara didunia itu berada di wilayah perairan IRAN kok mau di blokade Amerika....

Serbu rame-reme aja Amerika itu....bikin tambah kacau aja dunia ini....itu kan wilayah IRAN, bukan wilayah Amerika....

IRAN memasang tarif perlintasan itu wajar, akibat negaranya di bombardir Amerika hingga mengalami kerugian infrastruktur....itu semua gara-gara Amerika, akibatnya IRAN harus membiayai infrastruktur negaranya yang hancur akibat diserang Amerika dan ISRA-HELL...",0,2026-04-13T11:39:53Z
@FerryV.Sompotan,"ITU KAPAL PERANG BERSENJATA, BUKAN KAPAL KOMERSIAL.......NGANCAM KAPAL BERSENJATA, APA BERANI TEMBAK...?",0,2026-04-13T11:39:48Z
@arohmanguru9316,DURAL LANGSUNG SAJA PERAMPOK GK PERLU DI KASIH ADAB,0,2026-04-13T11:39:16Z
@kucingliarpemburutickus5409,As dan isrewel  jadi hantu dunia.. Negara negara hrs bersatu. Untuk musnahkan hantu,0,2026-04-13T11:39:14Z
@FatanRafasa-h9y,INILAH WAJAH ASLI AJARAN OTEN YANG DI BUNGKUS AJARAN KASIH PADAHAL PENGACAU DUNIA DENGAN MEMBUAT KEJAHATAN PEMBANTAIAN MULAI DULU KERJANYA MENJAJAH NEGARA LAIN BAHKAN INDONESIA JUGA TAK LUPUT DARI KEKEJAMAN AJARAN OTEN MANUSIA TAK BERMORAL,0,2026-04-13T11:39:05Z
@sangwarok5726,InsyaAllah Alloh SWT bersama iran🤲🏻,0,2026-04-13T11:38:28Z
@suryairawan6150,"Aduh sayang kali,,,,,ngpain di Usir,,,,,Di Rudal aja sekalian. Mereka aja kalau ada kesempatan langsung main Rudal bahkan sampai pemimpin nya pun di target kan. Ada kesempatan kok malah di usir piye Toh,,,,",0,2026-04-13T11:38:21Z
@ArafahKarim-e9t,Ketahuan bangsa rakus dan bangsa yg mempertahankan harga diri kedaulatan.,0,2026-04-13T11:38:21Z
@RamaRgs,Kmrn perang kuat2an rudal balistik...skrg perang kuat2an blokade selat...perang macam apa ini...😂😂😂,0,2026-04-13T11:38:20Z
@hitamkulit5071,"Jangan percaya AS , negara panipu itu 😅",0,2026-04-13T11:38:17Z
@lutubanget,Dia kira bisa ngakali Trump.,0,2026-04-13T11:38:14Z
@elianocomel4001,Iran benar2 berdaulat..,2,2026-04-13T11:37:25Z
@Ani-f7d6q,"masa perang woy.. 
masih kasih peringatan untuk menjauh sebelum di tembak.. luar biasa..",2,2026-04-13T11:37:10Z
@ir.danilim7963,HARUSNYA YA Langsung Saja Tenggelamkan 2 Kapal AS dan SANDRA itu jd Kekuatan Iran dan AS jd GAGAL Tidak bisa cuap2 lagi.,1,2026-04-13T11:37:06Z
@SudarMo-b5e4q,❤ KEREN GAS POOLL DAN RATAKAN,0,2026-04-13T11:36:39Z
@NurulHidayah-qg9pt,"Siapapun  yg namanya diusir,baik secara perorangan maupun kelompok itu sangat dihinakan..",1,2026-04-13T11:36:33Z
@kucingliarpemburutickus5409,Gempur jangan kasih kendor,0,2026-04-13T11:36:33Z
@julioronjas5070,"Ternyata hanya di usir katanya mau di hancurkan,",0,2026-04-13T11:36:12Z
@NasirMuhammad-c6e,"Majulah kapal,,, kalau maju menyala Abang ku,,,di langit yang biru...",0,2026-04-13T11:35:48Z
@zainialywafa4812,As dan zionis tidak mengaplikasikan sila ke dua dari Pancasila..,0,2026-04-13T11:35:36Z
@matsaadramli5603,Persiden amerika dia mabuk ka. Turusan hormos  di iran bukan di amerika,0,2026-04-13T11:35:11Z
@MuhammadmakiArzuna,allahhu akbar,0,2026-04-13T11:34:59Z
@zainialywafa4812,Hurmuz jangan sampai jatuh kepada as dan zioniz .. mereka itu licik. Suk kuasai dunia .. memerangi orang yang tidak bersalah..,0,2026-04-13T11:34:51Z
@nostandatong1507,Sebuk trump mengatur negara org.,0,2026-04-13T11:34:17Z
@ConterManggar-m4l,Kecewa umat manusia di seluruh dunia ke napa ngak di lenyap kapal milik biang kerok dunia.,0,2026-04-13T11:33:31Z
@TafaogosokhiLaia,"Hahaaa,,,, Iran banyak klaim dan banyaan boongnya😅 klo Iran  berani koq cuman diusir gitu, knapa tdk dihancurkan kapalnya😅 kasihan tuh Iran banyak berhalusinasi hanya demi menutup malunya dr negara2 Arab bahwa Iran saat ini sudah lemah dan tak berdaya 😂😂😂",0,2026-04-13T11:33:12Z
@mukidi-no7qd,Kena kapal cina dan Rusia yg diblogade as apa gk jadi perang besar,0,2026-04-13T11:33:11Z
@FerryLiang,Amerika dan Donal bebek memang bener2 biang kerok. Ntahlah saya tidak sabar untuk melihat akhir dari semua ini.,0,2026-04-13T11:33:09Z
@ZikwanAcai,Bravo rakyat Iran semua jiwa ksatria mental baja lebih baik di Medan tempur dari pada menyerah 👍👍,2,2026-04-13T11:33:07Z
@RivanovanoRivanovano,"Mampus kau AS 
Modar kau esrael 
Rudal saja wahai Iran ga usah di beri peringatan",0,2026-04-13T11:32:52Z
@LumbanBatu007,"Rezim setan iran sebentar selesai, iran tak ada lagi di peta... Bravo israel &usa",0,2026-04-13T11:32:49Z
@Andrians-yee,Oraang gilaa gak mau kalah sendiri mau nyeret orang laiin diih gilaaa,0,2026-04-13T11:32:48Z
@awalghues5562,Lah kok Amerika cari gara2 dengan Negara Lain juga klo gitu,0,2026-04-13T11:31:40Z
@MaidinDin-bi6up,Bravo Iran ❤❤❤,7,2026-04-13T11:31:07Z
@fatimahsahinum8446,mimpi km donal bebek allah tidak tdr melihat kejahatan mu  dengan israel,0,2026-04-13T11:31:02Z
@LumbanBatu007,"Seolah olah iran masih punya taji untuk melawan, oh berita Indonesia... Jika Amerika mau, selat Hormuz bisa di bersihkan sekarang juga, tpi karena selat Hormuz jalur penting, Amerika bernegosiasi, cepat tau lambat selat Hormuz akan dikuasai amerika",0,2026-04-13T11:31:01Z
@MasgengWae,Uraaa bravo iran we stay with you,0,2026-04-13T11:30:44Z
@DetektifLangitan,"Gak malu rakyat dunia yg anti syiah 😂 jiwa jihad amar makruf nahi munkar nya NYATA sbg kholifah Allah SWT.
Sy Sunni , tp lebih acung jempol
pd saudaraku Iran syiah drpd tokoh Sunni yg diam & sembunyi.",0,2026-04-13T11:30:44Z
@berkelana-22,Manusia setan harus di basmi Donal bebek hak org di akui manusia kapir semoga Alloh menolong pihak yg benar,0,2026-04-13T11:30:19Z
@ROBBIBodoamat,D bebek menang bacot doang,0,2026-04-13T11:30:08Z
@fatimahsahinum8446,semoga allah bersama orang yg membela kebenaran amin❤❤❤iran,7,2026-04-13T11:29:33Z
@DeniIswahyudi-o2n,TDK seperti skrg ini cm omon omon dan tkt fi kritik SM rakyat nya sendiri,0,2026-04-13T11:29:03Z
@theresiawj6754,"bukan omon OMON ini sih, salut sama iran",0,2026-04-13T11:28:47Z
@Indo_Musik-e9p,*IRAN JUGA MELARANG AMERIKA MENDAPATKAN UANG SUPAYA MENJADI NEGARA MISKIN*  😁😁😁,0,2026-04-13T11:28:46Z
@rajawaliputihchannel,"Langsung di Rudal aja , biar jadi kapal selam selamanya . 🚀🚀",0,2026-04-13T11:28:41Z
@fatimahsahinum8446,❤❤❤iran,0,2026-04-13T11:28:35Z
@DeniIswahyudi-o2n,Seandainya infonesia py pemimpin kyk Iran berani kuat TDK pembohong dan TDK tkt as km rindu pemimpin seperti itu,0,2026-04-13T11:28:02Z
@rahmatali4915,"Iran negara bermartabat... Masih dikasi peringatan, padahal itu kapal perang... 👍",0,2026-04-13T11:27:56Z
@Deddynew-t7k,AS rezim Trump  menjadi negara pencuri.. wkwkkw,0,2026-04-13T11:27:35Z
@suewarnosuewarno8569,Amerika dan Israel adalah negara penjajah dan negara teroris terbesar di muka bumi,0,2026-04-13T11:27:28Z
@DGW5165,"Supaya AS mematuhi perundingan jalan satu-satunya Trumph harus diimpeachman jika tidak. China dan Rusia harus serang AS, perang dunia sekalian.....",0,2026-04-13T11:27:22Z
@rahmanrumi3505,IRAN JANTAN❤❤❤❤❤❤,0,2026-04-13T11:27:20Z
